epoch,train_loss,validation_loss,validation_macro_f1,validation_accuracy,architecture,regime,seed
8,0.287733582856366,0.467287589372281,0.8168699154106593,0.7947454844006568,swin_tiny,balanced_ce,1337
9,0.2349985813528875,0.2175988563763097,0.929211006536588,0.9195402298850576,swin_tiny,balanced_ce,1337
10,0.2199620035966377,0.2761547480433053,0.8958432626174562,0.8866995073891626,swin_tiny,balanced_ce,1337
11,0.2433114209263102,0.2275875603232673,0.914250966334574,0.9080459770114944,swin_tiny,balanced_ce,1337
12,0.2149803352743544,0.1827008916043687,0.9463477758652326,0.9359605911330048,swin_tiny,balanced_ce,1337
13,0.1697140748555295,0.1273203340461492,0.9578317243640984,0.9507389162561576,swin_tiny,balanced_ce,1337
14,0.1679116228683761,0.3051246978183489,0.8992826808009289,0.8834154351395731,swin_tiny,balanced_ce,1337
15,0.175204477125291,0.1783116218100236,0.9483418531532812,0.942528735632184,swin_tiny,balanced_ce,1337
16,0.1553376048960459,0.1490832931547133,0.9490632000616194,0.9458128078817734,swin_tiny,balanced_ce,1337
17,0.132202421204696,0.1331474654902574,0.9499602674983806,0.9507389162561576,swin_tiny,balanced_ce,1337
18,0.158016247101953,0.1539760807709545,0.9410258342941694,0.9310344827586208,swin_tiny,balanced_ce,1337
19,0.1354078885462455,0.1888935947408425,0.9258193353021406,0.9359605911330048,swin_tiny,balanced_ce,1337
20,0.1024591031145494,0.1161092789449892,0.9662701623500032,0.9589490968801314,swin_tiny,balanced_ce,1337
21,0.1061598306420293,0.1155044633668827,0.95778720258624,0.9523809523809524,swin_tiny,balanced_ce,1337
22,0.1038075547108855,0.1442562606252962,0.9496538128350016,0.942528735632184,swin_tiny,balanced_ce,1337
23,0.0928874265441837,0.0851339957323567,0.9730498076379795,0.9704433497536946,swin_tiny,balanced_ce,1337
24,0.0765634796829314,0.1898543615634316,0.941831989628203,0.9326765188834154,swin_tiny,balanced_ce,1337
25,0.0750922788320819,0.0667922323805162,0.982624699886296,0.9786535303776684,swin_tiny,balanced_ce,1337
26,0.0826871186686329,0.1323373055550818,0.9568735402068737,0.947454844006568,swin_tiny,balanced_ce,1337
27,0.0712323157493228,0.1008206702637285,0.9731591710758376,0.9671592775041052,swin_tiny,balanced_ce,1337
28,0.07288064376528,0.125473306372101,0.9633489359985252,0.955665024630542,swin_tiny,balanced_ce,1337
29,0.0648714421942227,0.0650201945294961,0.9840732500284644,0.9802955665024632,swin_tiny,balanced_ce,1337
30,0.0517948380167316,0.0612154844276643,0.9880171100260342,0.9852216748768472,swin_tiny,balanced_ce,1337
31,0.0508951452113884,0.0638665976645103,0.9865424430641824,0.9835796387520526,swin_tiny,balanced_ce,1337
32,0.0527861377356904,0.0611297866843383,0.9867132206481386,0.9835796387520526,swin_tiny,balanced_ce,1337
33,0.0526294557033974,0.0620488834449614,0.9867132206481386,0.9835796387520526,swin_tiny,balanced_ce,1337
34,0.0519665062773071,0.0618911736670802,0.9867132206481386,0.9835796387520526,swin_tiny,balanced_ce,1337
1,0.7833738697853155,0.5987084667475157,0.8044608827815917,0.7914614121510674,swin_tiny,balanced_ce,2025
2,0.5876482629608396,0.6455994321794932,0.7334167759047596,0.7257799671592775,swin_tiny,balanced_ce,2025
3,0.4493862200600401,0.44525593098357,0.8293154493928683,0.8243021346469622,swin_tiny,balanced_ce,2025
4,0.3628080732478827,0.2806620104559537,0.9137259916163044,0.8998357963875205,swin_tiny,balanced_ce,2025
5,0.3520587313259004,0.3780278916820908,0.8401286137731553,0.8243021346469622,swin_tiny,balanced_ce,2025
6,0.3170467900108998,0.3776915766335473,0.8581131030442257,0.8325123152709359,swin_tiny,balanced_ce,2025
7,0.2831113143105498,0.3150675386826588,0.8800514654926421,0.8669950738916257,swin_tiny,balanced_ce,2025
8,0.2585427518050155,0.2303326662342341,0.9262505757336492,0.9146141215106732,swin_tiny,balanced_ce,2025
9,0.2559039793712183,0.4747344091020781,0.8002573754210509,0.8243021346469622,swin_tiny,balanced_ce,2025
10,0.2149391180496852,0.2203339292302311,0.91249161986853,0.9014778325123152,swin_tiny,balanced_ce,2025
11,0.2323516657566144,0.2722491045499278,0.8926514686573022,0.8817733990147784,swin_tiny,balanced_ce,2025
12,0.218298181598132,0.1669387250698258,0.9500598163646876,0.9408866995073892,swin_tiny,balanced_ce,2025
13,0.2035801359660177,0.2328126798758561,0.9200047096200372,0.9080459770114944,swin_tiny,balanced_ce,2025
14,0.248609049777993,0.230041498914728,0.9319210134620082,0.9195402298850576,swin_tiny,balanced_ce,2025
15,0.1764592455539636,0.1770688584823718,0.9386343721704588,0.9261083743842364,swin_tiny,balanced_ce,2025
16,0.1483989920028483,0.1149715903308395,0.9578792373040252,0.9573070607553368,swin_tiny,balanced_ce,2025
17,0.1472934051929123,0.0937671695632496,0.975706681115956,0.9720853858784894,swin_tiny,balanced_ce,2025
18,0.1434528645126375,0.0962735415483734,0.9624128417846404,0.9638752052545156,swin_tiny,balanced_ce,2025
19,0.0990955262420361,0.0657625427754054,0.9770372754931868,0.9753694581280788,swin_tiny,balanced_ce,2025
20,0.09342592536277,0.0678854954470261,0.9799568435584688,0.9753694581280788,swin_tiny,balanced_ce,2025
21,0.1081253416875544,0.0794733213796012,0.9795065843102476,0.9770114942528736,swin_tiny,balanced_ce,2025
22,0.1162423773595051,0.0850027635791423,0.9699724969200546,0.9655172413793104,swin_tiny,balanced_ce,2025
23,0.0756503146040287,0.0659480430124624,0.9756586356324431,0.9770114942528736,swin_tiny,balanced_ce,2025
24,0.074389046827832,0.0542625119276528,0.9848573131079348,0.9819376026272578,swin_tiny,balanced_ce,2025
25,0.0769074556992269,0.0813458919867702,0.9740170031548558,0.9704433497536946,swin_tiny,balanced_ce,2025
26,0.0532393995751029,0.0749174006105888,0.9744767595831102,0.973727422003284,swin_tiny,balanced_ce,2025
27,0.0502442918611471,0.0576117873522154,0.9863084918648544,0.9835796387520526,swin_tiny,balanced_ce,2025
28,0.0409165196745167,0.0626390583091377,0.9781546885801058,0.9786535303776684,swin_tiny,balanced_ce,2025
29,0.0387057574993729,0.0619203399022664,0.9783967920838998,0.9786535303776684,swin_tiny,balanced_ce,2025
30,0.0453655970401518,0.0480429896188682,0.9847402894760944,0.9819376026272578,swin_tiny,balanced_ce,2025
31,0.0469613897954629,0.0494240609491595,0.9849073989800824,0.9819376026272578,swin_tiny,balanced_ce,2025
32,0.0316642660303908,0.0464070464479805,0.9877378419876688,0.9852216748768472,swin_tiny,balanced_ce,2025
33,0.0370048549720241,0.0455262637827147,0.9877378419876688,0.9852216748768472,swin_tiny,balanced_ce,2025
34,0.0365553639038273,0.0456705766505208,0.989227719415432,0.986863711001642,swin_tiny,balanced_ce,2025
1,0.7738322177545048,0.8002929288178242,0.574479092905708,0.6436781609195402,swin_tiny,balanced_ce,27182
2,0.6002651986841159,0.6228763497325979,0.721914561620444,0.6978653530377669,swin_tiny,balanced_ce,27182
3,0.4753132676826839,0.4319017405188925,0.8427877091111665,0.8440065681444991,swin_tiny,balanced_ce,27182
4,0.4044419907308421,0.534876452878191,0.7289230405874052,0.735632183908046,swin_tiny,balanced_ce,27182
5,0.35445735129824,0.2842900840365228,0.8940348005558111,0.8752052545155994,swin_tiny,balanced_ce,27182
6,0.3375098981369149,0.4233749602815788,0.8297811855257983,0.825944170771757,swin_tiny,balanced_ce,27182
7,0.3319608411596194,0.3168363758104384,0.9065441809916012,0.8899835796387521,swin_tiny,balanced_ce,27182
8,0.2883021085459235,0.3672512366462419,0.8602198781802887,0.8390804597701149,swin_tiny,balanced_ce,27182
9,0.2521455086728391,0.435387256208116,0.8176032000670552,0.8111658456486043,swin_tiny,balanced_ce,27182
10,0.2355708908217653,0.2049877814495896,0.9190273777580912,0.9129720853858784,swin_tiny,balanced_ce,27182
11,0.2499712991117383,0.2360492487650591,0.9043252473983016,0.9080459770114944,swin_tiny,balanced_ce,27182
12,0.245467651209848,0.2318834671001324,0.9257795242811592,0.916256157635468,swin_tiny,balanced_ce,27182
13,0.20488992320318,0.2998303091780501,0.8881237785369882,0.8784893267651889,swin_tiny,balanced_ce,27182
14,0.1901559762106733,0.1987699922571824,0.9283180341362384,0.9211822660098522,swin_tiny,balanced_ce,27182
15,0.1994743382522217,0.1549091913052245,0.951802094045746,0.942528735632184,swin_tiny,balanced_ce,27182
16,0.2077925347826183,0.1815064995746894,0.9384280661635834,0.9277504105090312,swin_tiny,balanced_ce,27182
17,0.1707497860509607,0.1644491268496208,0.9482355117225606,0.942528735632184,swin_tiny,balanced_ce,27182
18,0.159480198751644,0.1832683891400523,0.9305398916873406,0.9277504105090312,swin_tiny,balanced_ce,27182
19,0.1454492737727341,0.1246052664782613,0.9513205009288696,0.947454844006568,swin_tiny,balanced_ce,27182
20,0.1569579703291397,0.1166628280345638,0.9711590497719772,0.9671592775041052,swin_tiny,balanced_ce,27182
21,0.1115965476786629,0.1362877733797471,0.9517047132592832,0.947454844006568,swin_tiny,balanced_ce,27182
22,0.1247546875728245,0.1527400884306294,0.9494394268792756,0.9408866995073892,swin_tiny,balanced_ce,27182
23,0.1118155665590913,0.0962321705541195,0.9713574295404392,0.9655172413793104,swin_tiny,balanced_ce,27182
24,0.090243979457026,0.0909905027237236,0.9687178387141182,0.9671592775041052,swin_tiny,balanced_ce,27182
25,0.1012485435825031,0.1084294286610066,0.9632359424701488,0.9622331691297208,swin_tiny,balanced_ce,27182
26,0.0969030011677705,0.0908547126808875,0.9753504043126684,0.9704433497536946,swin_tiny,balanced_ce,27182
27,0.0855443720173856,0.0762352273602203,0.9794031811666416,0.9770114942528736,swin_tiny,balanced_ce,27182
28,0.0723931896416814,0.0890013480127738,0.966806800918462,0.9655172413793104,swin_tiny,balanced_ce,27182
29,0.0747685326620124,0.077617737765872,0.976675237808162,0.973727422003284,swin_tiny,balanced_ce,27182
30,0.0817210658343741,0.0757485613752957,0.9806446578117444,0.9786535303776684,swin_tiny,balanced_ce,27182
31,0.0675004547596082,0.0714250166972331,0.9819498363886552,0.9802955665024632,swin_tiny,balanced_ce,27182
32,0.0611484919470098,0.0702965061787411,0.9792079856200092,0.9770114942528736,swin_tiny,balanced_ce,27182
33,0.0675954472918475,0.0700056635559045,0.9792079856200092,0.9770114942528736,swin_tiny,balanced_ce,27182
34,0.0725584533462847,0.0700184294039441,0.9792079856200092,0.9770114942528736,swin_tiny,balanced_ce,27182
1,0.8149000524846028,0.869661188673699,0.676774885069375,0.6748768472906403,swin_tiny,balanced_ce,31415
2,0.6140306055755314,0.6908671746308777,0.6710839805379647,0.6633825944170771,swin_tiny,balanced_ce,31415
3,0.4300578479817127,0.4160445533166769,0.8323863328793236,0.8226600985221675,swin_tiny,balanced_ce,31415
4,0.3462308951651903,0.3551718468345053,0.8638298544999934,0.8489326765188834,swin_tiny,balanced_ce,31415
5,0.3251248017451046,0.3387791394012902,0.8752542786799361,0.8522167487684729,swin_tiny,balanced_ce,31415
6,0.3066393225599466,0.2902675728101057,0.9121922520892234,0.8932676518883416,swin_tiny,balanced_ce,31415
7,0.2753729892950275,0.2574000546497664,0.8959953725534202,0.8949096880131363,swin_tiny,balanced_ce,31415
8,0.2371293465313886,0.2280606958764331,0.930272294823789,0.9178981937602628,swin_tiny,balanced_ce,31415
9,0.2233046317142426,0.1555896968089888,0.951442273624758,0.9441707717569786,swin_tiny,balanced_ce,31415
10,0.2220080792065873,0.2130020933687589,0.9154301021990308,0.9129720853858784,swin_tiny,balanced_ce,31415
11,0.1882775740223316,0.1899458485455152,0.9271984076194508,0.9310344827586208,swin_tiny,balanced_ce,31415
12,0.1559347332519051,0.316076792519668,0.8834246055833059,0.8850574712643678,swin_tiny,balanced_ce,31415
13,0.1929597506126117,0.1407828298695569,0.9408659888517922,0.93431855500821,swin_tiny,balanced_ce,31415
14,0.1154973262668913,0.1296552370206035,0.946223234721517,0.947454844006568,swin_tiny,balanced_ce,31415
15,0.1342850678912994,0.1171875197856346,0.9583806226816431,0.9622331691297208,swin_tiny,balanced_ce,31415
16,0.1344084714806142,0.0947302355261271,0.9609537957485248,0.9605911330049262,swin_tiny,balanced_ce,31415
17,0.1229518082817797,0.1939189771957976,0.9277771382046144,0.9146141215106732,swin_tiny,balanced_ce,31415
18,0.1131499372226282,0.0863936955999271,0.9759265117372236,0.9704433497536946,swin_tiny,balanced_ce,31415
19,0.0821241490909525,0.072487136804803,0.977004236597686,0.9720853858784894,swin_tiny,balanced_ce,31415
20,0.0975359678438656,0.0763560692628322,0.9793872635179636,0.9770114942528736,swin_tiny,balanced_ce,31415
21,0.063719636319706,0.0974594910616859,0.9639217248251865,0.9622331691297208,swin_tiny,balanced_ce,31415
22,0.0826954292385513,0.1031749671591179,0.9639872861638686,0.9573070607553368,swin_tiny,balanced_ce,31415
23,0.0697505309300493,0.0711157832765716,0.968618901049766,0.9671592775041052,swin_tiny,balanced_ce,31415
24,0.0673712869379374,0.0639351520026699,0.9809037280301648,0.9770114942528736,swin_tiny,balanced_ce,31415
25,0.0593397985593872,0.0533080816281155,0.9836269905877564,0.9819376026272578,swin_tiny,balanced_ce,31415
26,0.0557574173807115,0.0453544209247886,0.9849556219936054,0.9819376026272578,swin_tiny,balanced_ce,31415
27,0.0359774054548586,0.0475491127289819,0.9867489826723956,0.9835796387520526,swin_tiny,balanced_ce,31415
28,0.0376708901781909,0.0426118463034663,0.984657345536308,0.9819376026272578,swin_tiny,balanced_ce,31415
29,0.0413466288251491,0.0509013535916707,0.983880458322636,0.9802955665024632,swin_tiny,balanced_ce,31415
30,0.0373180608481974,0.0496565095915142,0.9835037235228088,0.9802955665024632,swin_tiny,balanced_ce,31415
31,0.0331834400363629,0.043607131784479,0.9850585717458784,0.9819376026272578,swin_tiny,balanced_ce,31415
32,0.0404760861245551,0.0460322886225209,0.9833265563264328,0.9802955665024632,swin_tiny,balanced_ce,31415
33,0.0318630905622233,0.0437632663212166,0.985036457653488,0.9819376026272578,swin_tiny,balanced_ce,31415
34,0.0341271021623267,0.0438882429259775,0.9863373409336748,0.9835796387520526,swin_tiny,balanced_ce,31415
1,0.7960910113917923,0.6755889784085927,0.7589352994247219,0.7422003284072249,swin_tiny,balanced_ce,42
2,0.5898866595618545,0.4538273619509291,0.8220487234117447,0.8210180623973727,swin_tiny,balanced_ce,42
3,0.4431863311619247,0.4681843922447493,0.7680888788225891,0.7733990147783252,swin_tiny,balanced_ce,42
4,0.3422641316909991,0.3714782369547876,0.8273184735127996,0.8226600985221675,swin_tiny,balanced_ce,42
5,0.3226946861127977,0.2770230754451407,0.8956921533486419,0.8801313628899836,swin_tiny,balanced_ce,42
6,0.3070021861152615,0.3470114330548566,0.8455305891502558,0.8472906403940886,swin_tiny,balanced_ce,42
7,0.2595892757753496,0.1968554420815704,0.9460494739292188,0.93431855500821,swin_tiny,balanced_ce,42
8,0.2827094873770259,0.2300876562035534,0.9184719813667334,0.9146141215106732,swin_tiny,balanced_ce,42
9,0.3370630364321657,0.2126927922903415,0.9231690352658094,0.916256157635468,swin_tiny,balanced_ce,42
10,0.2584143585239018,0.2214986577214082,0.929495923665246,0.9244663382594416,swin_tiny,balanced_ce,42
11,0.2292540809404766,0.3029091945422694,0.8813778229577068,0.8735632183908046,swin_tiny,balanced_ce,42
12,0.1832407616929974,0.2145468556430735,0.9193976344647812,0.9129720853858784,swin_tiny,balanced_ce,42
13,0.1998607464108504,0.1744034270739124,0.9299053986741438,0.9310344827586208,swin_tiny,balanced_ce,42
14,0.1473113084418178,0.1403776078388608,0.9453997019066523,0.9392446633825944,swin_tiny,balanced_ce,42
15,0.1402094424635119,0.123411847257066,0.9541706045912776,0.947454844006568,swin_tiny,balanced_ce,42
16,0.118764614212361,0.0952075707048716,0.9677980220713244,0.9671592775041052,swin_tiny,balanced_ce,42
17,0.1147005611320266,0.0845271086041954,0.9760573145989812,0.9704433497536946,swin_tiny,balanced_ce,42
18,0.1240538749156392,0.1126115424757324,0.9539815963386096,0.9573070607553368,swin_tiny,balanced_ce,42
19,0.1047141896282537,0.1271620057339738,0.9348813861801928,0.93431855500821,swin_tiny,balanced_ce,42
20,0.0854158249924283,0.123325547402226,0.959852848718638,0.9540229885057472,swin_tiny,balanced_ce,42
21,0.0911815524690494,0.1208617845840739,0.9496130824256082,0.9441707717569786,swin_tiny,balanced_ce,42
22,0.0788745271183979,0.1332629675226062,0.9569123309683312,0.9490968801313628,swin_tiny,balanced_ce,42
23,0.0808046121602822,0.0981282674277748,0.9631955943928734,0.9589490968801314,swin_tiny,balanced_ce,42
24,0.0597239370452917,0.0974133193664167,0.955876720248227,0.9573070607553368,swin_tiny,balanced_ce,42
25,0.0525058054516619,0.0904614469434069,0.9639092789287602,0.9605911330049262,swin_tiny,balanced_ce,42
1,0.431011509057298,0.2926845092491563,0.5796284453050051,0.6042692939244664,swin_tiny,focal_loss,1337
2,0.2454318406921279,0.2283695447816833,0.6692520869458104,0.6683087027914614,swin_tiny,focal_loss,1337
3,0.1945597842519019,0.1863240891293743,0.7483795653665507,0.7389162561576355,swin_tiny,focal_loss,1337
4,0.1757125771737056,0.1526527619616347,0.7837706528433486,0.7750410509031199,swin_tiny,focal_loss,1337
5,0.1662021149755152,0.1525632303532317,0.7715816551374579,0.7635467980295566,swin_tiny,focal_loss,1337
6,0.1535726979034437,0.1334078460687095,0.8243529251986088,0.8111658456486043,swin_tiny,focal_loss,1337
7,0.1395984744302836,0.1373341249910677,0.8064590387594107,0.7947454844006568,swin_tiny,focal_loss,1337
8,0.1364737316835115,0.1527481788191302,0.8180955463190198,0.7996715927750411,swin_tiny,focal_loss,1337
9,0.1247054561789299,0.1124017288042798,0.8383035228641643,0.825944170771757,swin_tiny,focal_loss,1337
10,0.123852328314513,0.1536919766263225,0.8233308123652328,0.8095238095238095,swin_tiny,focal_loss,1337
11,0.1183475093650901,0.1490463616421265,0.8196720421820944,0.8013136288998358,swin_tiny,focal_loss,1337
12,0.1166597280147205,0.1037206531843332,0.8481699298649973,0.8390804597701149,swin_tiny,focal_loss,1337
13,0.1078747745505116,0.1083090525542573,0.837707911455716,0.8292282430213465,swin_tiny,focal_loss,1337
14,0.1025681658767438,0.1118293317716892,0.8506586179191498,0.8341543513957307,swin_tiny,focal_loss,1337
15,0.1011895264140436,0.0964616047239851,0.8549751110822024,0.8456486042692939,swin_tiny,focal_loss,1337
16,0.0975846011577884,0.1077683124146829,0.8516552391247043,0.8308702791461412,swin_tiny,focal_loss,1337
17,0.0967659201898558,0.099977007102105,0.8611696785616166,0.8538587848932676,swin_tiny,focal_loss,1337
18,0.0956824368327489,0.1040091771014609,0.8511020568249253,0.8423645320197044,swin_tiny,focal_loss,1337
19,0.0860644468261822,0.1123176802848947,0.8572656977422607,0.8407224958949097,swin_tiny,focal_loss,1337
20,0.090962730177886,0.1123546114059896,0.8520353808476582,0.8407224958949097,swin_tiny,focal_loss,1337
21,0.0859757544809988,0.1021401482849872,0.8641972878390201,0.8555008210180624,swin_tiny,focal_loss,1337
22,0.0862314214684422,0.1095690136081087,0.8513614955200905,0.8390804597701149,swin_tiny,focal_loss,1337
23,0.0859507830689132,0.0905653005603499,0.8582452902847639,0.8456486042692939,swin_tiny,focal_loss,1337
24,0.0813480091744441,0.0995790720083834,0.8594594221833393,0.8538587848932676,swin_tiny,focal_loss,1337
25,0.0765500683409468,0.0980148584091017,0.8623844584958705,0.8489326765188834,swin_tiny,focal_loss,1337
26,0.0783161868437836,0.1078627019239763,0.8594800238936153,0.8472906403940886,swin_tiny,focal_loss,1337
27,0.077841200633711,0.1048895805731587,0.8613043240284619,0.8522167487684729,swin_tiny,focal_loss,1337
28,0.0733257233598948,0.1046872707374381,0.8670186203681454,0.8538587848932676,swin_tiny,focal_loss,1337
29,0.0774029881573938,0.1104906287980197,0.851222455796993,0.8390804597701149,swin_tiny,focal_loss,1337
30,0.0726388829847002,0.1060586262659486,0.8660506460535348,0.8555008210180624,swin_tiny,focal_loss,1337
31,0.0799403904899562,0.1056840028766732,0.8568026002170006,0.8440065681444991,swin_tiny,focal_loss,1337
32,0.0760688614080576,0.1034891374886329,0.8543250521597942,0.8423645320197044,swin_tiny,focal_loss,1337
33,0.0745448113083577,0.1032566566185411,0.8543250521597942,0.8423645320197044,swin_tiny,focal_loss,1337
34,0.0683173075658343,0.1032360268294909,0.8543250521597942,0.8423645320197044,swin_tiny,focal_loss,1337
1,0.3943763424621106,0.296136536817441,0.5836711972504002,0.6042692939244664,swin_tiny,focal_loss,2025
2,0.2357481854818826,0.2038489345259267,0.7171766082659607,0.7027914614121511,swin_tiny,focal_loss,2025
3,0.1835610719682462,0.1907938035153011,0.7321649144464641,0.7192118226600985,swin_tiny,focal_loss,2025
4,0.1701060634453393,0.1732835521055951,0.7604433130924797,0.7536945812807881,swin_tiny,focal_loss,2025
5,0.1521326012739188,0.1733731562868127,0.8106972235554706,0.7898193760262726,swin_tiny,focal_loss,2025
6,0.1479766024122757,0.1691591507695578,0.7829658888504466,0.7635467980295566,swin_tiny,focal_loss,2025
7,0.139689385964288,0.1401922384212757,0.8197953817257762,0.7980295566502463,swin_tiny,focal_loss,2025
8,0.1273282154870787,0.1362123419400702,0.8248214588810517,0.8144499178981938,swin_tiny,focal_loss,2025
9,0.1276693511708445,0.1475103952125179,0.8148855174286393,0.8013136288998358,swin_tiny,focal_loss,2025
10,0.1203762795691016,0.112602781045613,0.8337686704094277,0.8275862068965517,swin_tiny,focal_loss,2025
11,0.1151723815707624,0.1316455909967031,0.8327532507477402,0.8177339901477833,swin_tiny,focal_loss,2025
12,0.1103627543562535,0.1318495674869305,0.8212878588172179,0.8013136288998358,swin_tiny,focal_loss,2025
13,0.1048418449129915,0.133017248708039,0.8232790187678061,0.8160919540229885,swin_tiny,focal_loss,2025
14,0.1048881557735701,0.1277638745718989,0.808819357721435,0.8045977011494253,swin_tiny,focal_loss,2025
15,0.1039482658352499,0.1291815505434922,0.8385047872327716,0.8308702791461412,swin_tiny,focal_loss,2025
16,0.0945438385114519,0.1323062541155979,0.8400962915290272,0.8308702791461412,swin_tiny,focal_loss,2025
17,0.0905368694600195,0.1076632487313892,0.8480745827413836,0.8325123152709359,swin_tiny,focal_loss,2025
18,0.0906200540270034,0.1381097858762506,0.8457934785159642,0.8275862068965517,swin_tiny,focal_loss,2025
19,0.0872694726647098,0.1232656694104518,0.859938918073326,0.8357963875205254,swin_tiny,focal_loss,2025
20,0.0850634635922045,0.1347011700150218,0.836153186966545,0.8177339901477833,swin_tiny,focal_loss,2025
21,0.0833179195390225,0.1305295721503901,0.8619684959797963,0.8423645320197044,swin_tiny,focal_loss,2025
22,0.0788711646895836,0.1139378737542038,0.8536666037177899,0.8357963875205254,swin_tiny,focal_loss,2025
23,0.0840549133403753,0.1065439588966823,0.8492727375861396,0.8341543513957307,swin_tiny,focal_loss,2025
24,0.0764932734109395,0.1051411642425361,0.861026628661441,0.8407224958949097,swin_tiny,focal_loss,2025
25,0.0782944372490127,0.1103638079512882,0.8529961171171272,0.8390804597701149,swin_tiny,focal_loss,2025
26,0.0741408592682521,0.1051411511520251,0.8503702655998233,0.8341543513957307,swin_tiny,focal_loss,2025
27,0.07902527889646,0.1052812073373637,0.8602818771624934,0.8440065681444991,swin_tiny,focal_loss,2025
28,0.0758030039636395,0.1105899698237088,0.8556255962907671,0.8440065681444991,swin_tiny,focal_loss,2025
29,0.0749587295449261,0.1098921145075452,0.8496150423139811,0.8325123152709359,swin_tiny,focal_loss,2025
1,0.4057163452012677,0.2447977271573297,0.6252693785593904,0.645320197044335,swin_tiny,focal_loss,27182
2,0.2298996335121366,0.1981916422718655,0.7197899279443533,0.7110016420361248,swin_tiny,focal_loss,27182
3,0.1850816422114263,0.1875906861670107,0.7603187533727553,0.7487684729064039,swin_tiny,focal_loss,27182
4,0.1680552708034146,0.152480791012446,0.8099259165913021,0.7996715927750411,swin_tiny,focal_loss,27182
5,0.1506593982985338,0.1487479488837895,0.81409890497028,0.8013136288998358,swin_tiny,focal_loss,27182
6,0.1390461550367528,0.2046396538541822,0.7846716902628463,0.7684729064039408,swin_tiny,focal_loss,27182
7,0.1422040918799402,0.1382862978870254,0.8071843297954071,0.7980295566502463,swin_tiny,focal_loss,27182
8,0.1352849640200971,0.1197355431191048,0.8433155180009412,0.8292282430213465,swin_tiny,focal_loss,27182
9,0.1254075239590894,0.1196435542871995,0.8368254838843074,0.8243021346469622,swin_tiny,focal_loss,27182
10,0.122142897944354,0.1067109539101668,0.8553863262921702,0.8390804597701149,swin_tiny,focal_loss,27182
11,0.1190904724498415,0.122659546694732,0.8147405621957757,0.812807881773399,swin_tiny,focal_loss,27182
12,0.1165126747060534,0.1121625748076071,0.8368886370649594,0.825944170771757,swin_tiny,focal_loss,27182
13,0.1037296889300715,0.1329515495617401,0.8356834851315047,0.819376026272578,swin_tiny,focal_loss,27182
14,0.1042943156352152,0.1050593214375632,0.8493616109682947,0.8357963875205254,swin_tiny,focal_loss,27182
15,0.0991691857628746,0.0964233457846398,0.8627509071700886,0.8472906403940886,swin_tiny,focal_loss,27182
16,0.0988352665687487,0.0941609350233438,0.8562931182854725,0.8407224958949097,swin_tiny,focal_loss,27182
17,0.0938355277051825,0.1050735424060148,0.8436019748471,0.8243021346469622,swin_tiny,focal_loss,27182
18,0.0948777587164474,0.1038922417560234,0.8602907530343165,0.8440065681444991,swin_tiny,focal_loss,27182
19,0.0882213581916475,0.1121634591633854,0.8629302312372975,0.8522167487684729,swin_tiny,focal_loss,27182
20,0.0858908620471485,0.122800712147957,0.8426315450291824,0.825944170771757,swin_tiny,focal_loss,27182
21,0.0846749941872429,0.1122833415498874,0.8435099754958648,0.8275862068965517,swin_tiny,focal_loss,27182
22,0.080491291659578,0.097346056662561,0.8745701623705706,0.8555008210180624,swin_tiny,focal_loss,27182
23,0.0832075589190782,0.0932320070335234,0.8662008947817146,0.8505747126436781,swin_tiny,focal_loss,27182
24,0.0784845596745688,0.1124180264049171,0.8603069103205674,0.8456486042692939,swin_tiny,focal_loss,27182
25,0.0819900115012389,0.0886045687500087,0.8775788151658662,0.8620689655172413,swin_tiny,focal_loss,27182
26,0.0839197607524365,0.0949634742022343,0.8712142480614555,0.8604269293924466,swin_tiny,focal_loss,27182
27,0.0791735459191099,0.1074094397485354,0.8690825249420013,0.8522167487684729,swin_tiny,focal_loss,27182
28,0.0776716441348168,0.0934173871681999,0.8750277710959501,0.8587848932676518,swin_tiny,focal_loss,27182
29,0.0770674291048821,0.0946912388936639,0.8756577521495121,0.8604269293924466,swin_tiny,focal_loss,27182
30,0.0717435707631136,0.1004038101860455,0.8734257770589271,0.8587848932676518,swin_tiny,focal_loss,27182
31,0.07496725484755,0.0983347655419254,0.8720977958518237,0.8571428571428571,swin_tiny,focal_loss,27182
32,0.0706651199052539,0.0965743201902543,0.8720156664226167,0.8555008210180624,swin_tiny,focal_loss,27182
33,0.0729558712594957,0.0960846557381313,0.8732274453070344,0.8571428571428571,swin_tiny,focal_loss,27182
1,0.4600741834967333,0.2680427689466179,0.6003743606425843,0.625615763546798,swin_tiny,focal_loss,31415
2,0.2366070828768825,0.2132214398806905,0.7013228283511086,0.6962233169129721,swin_tiny,focal_loss,31415
3,0.1988261628025236,0.1691955665649451,0.7756992942837823,0.7569786535303776,swin_tiny,focal_loss,31415
4,0.1727655410399965,0.1625172582948932,0.7748575201941312,0.7651888341543513,swin_tiny,focal_loss,31415
5,0.1605890589486316,0.1385041415593502,0.8204959466889009,0.8095238095238095,swin_tiny,focal_loss,31415
6,0.1483043923397894,0.1548800455721337,0.7958950045978275,0.7832512315270936,swin_tiny,focal_loss,31415
7,0.1379053313697578,0.1226912833297585,0.8381221264546925,0.8275862068965517,swin_tiny,focal_loss,31415
8,0.1294378157109284,0.1235653525111319,0.8002598533823704,0.8013136288998358,swin_tiny,focal_loss,31415
