architecture,regime,epoch,train_loss_mean,train_loss_min,train_loss_max,validation_loss_mean,validation_loss_min,validation_loss_max,validation_macro_f1_mean,validation_macro_f1_min,validation_macro_f1_max,validation_accuracy_mean,n_seeds
resnet50,standard_ce,23,0.0339599137301622,0.0208477364512576,0.0424409366753124,0.05357077673721574,0.0142286262785502,0.1129883719036242,0.9804037828550232,0.9557870729694375,0.9932146700871104,0.980952380952381,5
resnet50,standard_ce,24,0.0235494378587356,0.0180725796717368,0.0287745088934738,0.029004612043958898,0.0141098266502696,0.0421846833812834,0.9905013718044884,0.9869742326638878,0.9955555555555556,0.9889162561576355,4
resnet50,standard_ce,25,0.015074642515690925,0.0115074339537571,0.0230229316257246,0.0112373717197767,0.0063238730289964,0.0248957547932813,0.9975481175847617,0.9944646242311904,0.9986922643188564,0.9971264367816091,4
resnet50,standard_ce,26,0.015953386746015874,0.0097429627221182,0.0227383949810038,0.0243126395301378,0.0078890813751221,0.0345914139546058,0.9925275300051292,0.9886070470761202,0.9970363355780022,0.9913793103448276,4
resnet50,standard_ce,27,0.008909020761599926,0.0074393117040074,0.0117092389355189,0.007923585547172375,0.0037453155009867,0.0114693700439432,0.9986047387486854,0.9973833732057416,1.0,0.9983579638752051,4
resnet50,standard_ce,28,0.0098794944812724,0.0068394487675934,0.0145684968760038,0.0110062716755867,0.0046037190810695,0.0199232874123233,0.9968336893801673,0.9942356444514716,1.0,0.9963054187192117,4
resnet50,standard_ce,29,0.008386158346216525,0.00484995404754,0.0102369072295681,0.0107250350114622,0.0079247013839737,0.0161144586974778,0.996049632223822,0.9942356444514716,0.9972060312628028,0.9954844006568144,4
resnet50,standard_ce,30,0.0077006426498926,0.005194795968866,0.0134746740902577,0.007290647251258475,0.0042069850146177,0.0107490521317506,0.9981890248480029,0.9957205176030116,1.0,0.9979474548440065,4
resnet50,standard_ce,31,0.00530049020998225,0.0033222282530275,0.0068177365998983,0.004495292270129525,0.0034280794757542,0.0069667411637312,0.9989319615269641,0.9985177908945,1.0,0.9987684729064039,4
resnet50,standard_ce,32,0.004685791654230975,0.0035094408203775,0.0062183001077437,0.0065836385678633,0.002963043707875,0.0089432450328408,0.9978186610188784,0.9957205176030116,1.0,0.9975369458128078,4
resnet50,standard_ce,33,0.004759226768476475,0.0032982755315161,0.0060751052960982,0.006104427105244,0.003666807896457,0.0075598282123799,0.9985614092505891,0.9985177908945,0.9986922643188564,0.9983579638752051,4
resnet50,standard_ce,34,0.004530135477461025,0.0031760491457957,0.0069925607106034,0.007243741591942075,0.0046265112502858,0.009976770803762,0.9981476155126261,0.9970363355780022,1.0,0.9979474548440065,4
swin_tiny,balanced_ce,1,0.7911924101849641,0.7738322177545048,0.8149000524846028,0.8023101395329426,0.5987084667475157,1.0672991350170815,0.678690713432692,0.574479092905708,0.8044608827815917,0.6912972085385879,5
swin_tiny,balanced_ce,2,0.5948666940202613,0.582502743318965,0.6140306055755314,0.5810115990380348,0.4538273619509291,0.6908671746308777,0.7473465732512886,0.6710839805379647,0.8220487234117447,0.7362889983579639,5
swin_tiny,balanced_ce,3,0.4535198998262676,0.4300578479817127,0.4753132676826839,0.47047598753950276,0.4160445533166769,0.5909933206336252,0.797372748942076,0.7142853745044326,0.8427877091111665,0.7996715927750411,5
swin_tiny,balanced_ce,4,0.3654573960212077,0.3422641316909991,0.4044419907308421,0.3999189607419795,0.2806620104559537,0.534876452878191,0.8289536826451543,0.7289230405874052,0.9137259916163044,0.8243021346469621,5
swin_tiny,balanced_ce,5,0.33772209700046396,0.3226946861127977,0.35445735129824,0.31239771395172367,0.2770230754451407,0.3780278916820908,0.8823376399844935,0.8401286137731553,0.906578353564923,0.8663382594417077,5
swin_tiny,balanced_ce,6,0.31929344308397256,0.3066393225599466,0.3375098981369149,0.3494982901660875,0.2902675728101057,0.4233749602815788,0.866479868640227,0.8297811855257983,0.9121922520892234,0.8541871921182267,5
swin_tiny,balanced_ce,7,0.28425254071010225,0.2595892757753496,0.3319608411596194,0.2739441060349467,0.1968554420815704,0.3168363758104384,0.9072411906518388,0.8800514654926421,0.9460494739292188,0.8975369458128079,5
swin_tiny,balanced_ce,8,0.2708834554231439,0.2371293465313886,0.2883021085459235,0.30460396886654867,0.2280606958764331,0.467287589372281,0.890416929103024,0.8168699154106593,0.930272294823789,0.8761904761904763,5
swin_tiny,balanced_ce,9,0.26068314750867067,0.2233046317142426,0.3370630364321657,0.2992006021571668,0.1555896968089888,0.4747344091020781,0.8843365781830522,0.8002573754210509,0.951442273624758,0.8830870279146141,5
swin_tiny,balanced_ce,10,0.23017889003971548,0.2149391180496852,0.2584143585239018,0.2271954419626586,0.2049877814495896,0.2761547480433053,0.9144576572216708,0.8958432626174562,0.929495923665246,0.9077175697865352,5
swin_tiny,balanced_ce,11,0.2286332081514942,0.1882775740223316,0.2499712991117383,0.24574819134520776,0.1899458485455152,0.3029091945422694,0.903960782593467,0.8813778229577068,0.9271984076194508,0.9004926108374385,5
swin_tiny,balanced_ce,12,0.2035843326054474,0.1559347332519051,0.245467651209848,0.22242934638741368,0.1669387250698258,0.316076792519668,0.9250018713118333,0.8834246055833059,0.9500598163646876,0.9182266009852217,5
swin_tiny,balanced_ce,13,0.19420092620963786,0.1697140748555295,0.20488992320318,0.19502991600870495,0.1273203340461492,0.2998303091780501,0.9273463200094121,0.8881237785369882,0.9578317243640984,0.9205254515599343,5
swin_tiny,balanced_ce,14,0.1738970567131503,0.1154973262668913,0.248609049777993,0.2007938067699447,0.1296552370206035,0.3051246978183489,0.9302289330054689,0.8992826808009289,0.946223234721517,0.922167487684729,5
swin_tiny,balanced_ce,15,0.16512651425725752,0.1342850678912994,0.1994743382522217,0.1501778077280641,0.1171875197856346,0.1783116218100236,0.9502659093284814,0.9386343721704588,0.9583806226816431,0.9441707717569786,5
swin_tiny,balanced_ce,16,0.15294044347489755,0.118764614212361,0.2077925347826183,0.12709983785824816,0.0947302355261271,0.1815064995746894,0.9548244642698155,0.9384280661635834,0.9677980220713244,0.9517241379310345,5
swin_tiny,balanced_ce,17,0.13757959637247505,0.1147005611320266,0.1707497860509607,0.13396196954062417,0.0845271086041954,0.1939189771957976,0.9555473826280986,0.9277771382046144,0.9760573145989812,0.9500821018062398,5
swin_tiny,balanced_ce,18,0.13963062450090039,0.1131499372226282,0.159480198751644,0.12650464990700794,0.0863936955999271,0.1832683891400523,0.9527773351683967,0.9305398916873406,0.9759265117372236,0.9500821018062398,5
swin_tiny,balanced_ce,19,0.11335820545604439,0.0821241490909525,0.1454492737727341,0.1157821093066572,0.0657625427754054,0.1888935947408425,0.9532125469004151,0.9258193353021406,0.9770372754931868,0.9530377668308703,5
swin_tiny,balanced_ce,20,0.1071589583285506,0.0854158249924283,0.1569579703291397,0.10006784381832745,0.0678854954470261,0.123325547402226,0.97132523358341,0.959852848718638,0.9799568435584688,0.9665024630541872,5
swin_tiny,balanced_ce,21,0.0961565817594004,0.063719636319706,0.1115965476786629,0.10991736675439816,0.0794733213796012,0.1362877733797471,0.9605066614813131,0.9496130824256082,0.9795065843102476,0.9566502463054187,5
swin_tiny,balanced_ce,22,0.10127491520003287,0.0788745271183979,0.1247546875728245,0.12368740946335839,0.0850027635791423,0.1527400884306294,0.9579930707533062,0.9494394268792756,0.9699724969200546,0.9510673234811167,5
swin_tiny,balanced_ce,23,0.08618169015952704,0.0697505309300493,0.1118155665590913,0.083311652000657,0.0659480430124624,0.0981282674277748,0.9703760736507002,0.9631955943928734,0.9756586356324431,0.9678160919540231,5
swin_tiny,balanced_ce,24,0.0736583459902037,0.0597239370452917,0.090243979457026,0.09929116951677892,0.0542625119276528,0.1898543615634316,0.9664375179457295,0.941831989628203,0.9848573131079348,0.9632183908045977,5
swin_tiny,balanced_ce,25,0.0730187764249722,0.0525058054516619,0.1012485435825031,0.08006741631996309,0.0533080816281155,0.1084294286610066,0.9734827830055635,0.9632359424701488,0.9836269905877564,0.9707717569786535,5
swin_tiny,balanced_ce,26,0.07214673419805445,0.0532393995751029,0.0969030011677705,0.08586595994283668,0.0453544209247886,0.1323373055550818,0.9729140815240644,0.9568735402068737,0.9849556219936054,0.9683908045977011,4
swin_tiny,balanced_ce,27,0.060749596270678524,0.0359774054548586,0.0855443720173856,0.07055419942628652,0.0475491127289819,0.1008206702637285,0.9814049566949323,0.9731591710758376,0.9867489826723956,0.977832512315271,4
swin_tiny,balanced_ce,28,0.05596531081491725,0.0376708901781909,0.07288064376528,0.0799313897493697,0.0426118463034663,0.125473306372101,0.9732419427583503,0.9633489359985252,0.984657345536308,0.9704433497536946,4
swin_tiny,balanced_ce,29,0.05492309029518927,0.0387057574993729,0.0747685326620124,0.0638649064473263,0.0509013535916707,0.077617737765872,0.9807564345607905,0.976675237808162,0.9840732500284644,0.9782430213464697,4
